num,sentence
"2177,誰が窓を割ったの。本当の事を言いなさい。"
"2178,すみません。突然の事で、まだ状況が把握できてないのですが。"
"2179,彼のしたことは間違っていない。"
"2180,彼は自分がなんと愚かであったかと考えて微笑んだ。"
"2181,私はテストで最善を尽くすでしょう。"
"2182,彼は情報を提供してくれると約束した。"
"2183,秘密をしゃべる罪を犯したのはだれだ。"
"2184,全然お腹すいてないの？"
"2185,さあ、来たまえ。"
"2186,その人たちは同じチームに所属している。"
"2187,下に署名してください。"
"2188,運転手はベルトを締めるべきだ。"
"2189,彼の最新作はしゅを異にする。"
"2190,8月12日は国際青少年デーです。"
"2191,オマエ、そりゃいくらなんでもボッタクリ過ぎだろ！６：４がいいとこだろうが。もちろん、６は俺な！"
"2192,このようにして、彼はその大学に入学した。"
"2193,この橋は長くは持たないだろう。"
"2194,私はピアノを弾かない。"
"2195,先日彼に会った。"
"2196,トムとメアリーの二人は、未婚です。"
"2197,それから服を着て、講義用のメモを手さげ鞄に詰め込み、階段を駆け下りた。"
"2198,その少年は運動靴を履くと、外へ走って出て行った。"
"2199,彼がバースデーカードを送ってくれた。"
"2200,あなたたち、忙しい？"
"2201,私は彼を喜ばすためにそうした。"
"2202,道に迷うといけないから、地図をもって行きなさい。"
"2203,彼は東京にいます。"
"2204,息をこらえて！毒ガスだ。"
"2205,どうしたの、ベルボトムなんかはいて。"
"2206,彼はまる一日外出することがよくある。"
"2207,彼は窓をとんとんたたいた。"
"2208,マスコミがリクルート事件を調査した結果数多くの汚職が明るみに出た。"
"2209,ケーキ一個で手を打ってあげるよ。"
"2210,なんてすばらしいコンサートだったろう。"
"2211,彼はタイム誌の記者です。"
"2212,あ、雪だ！"
"2213,太っちゃった。"
"2214,どう旨く言っている。"
"2215,この曲が流行ってもあんまり驚かない。"
"2216,この人形は君一人で作ったの？"
"2217,ことわざは知恵に満ちている。"
"2218,彼は自分のばかな間違いを説明することができなかった。"
"2219,図書館にその本があるかどうか、あの人たちに尋ねてみてください。"
"2220,乗り捨てる事ができますか。"
"2221,問題の中にはゴリラに不公平なものがある。"
"2222,あの金持ち一家と親戚だと彼は言っている。"
"2223,トムは冗談ばかり言っている。"
"2224,仏教に関するその記事は私に再び東洋の宗教に関する興味を呼び起こした。"
"2225,彼らは３人横に並んで道を歩いた。"
"2226,この手紙で彼は日曜日に着くといっている。"
"2227,メアリーと私は何年も前からの知り合いである。"
"2228,手紙の文面は次の通り。"
"2229,例文や、文章の仕組みをディクテーションでマスターしましょう。"
"2230,サラダは好きではありません。"
"2231,あなたはどのようにしてその問題を解いたのですか。"
"2232,彼はきっと遅れますよ。"
"2233,今度の協定を三社で承認しあった。"
"2234,丘の上に立っているので彼の家は見晴らしがよい。"
"2235,これは誰の鞄ですか。"
"2236,彼には給料の他に少し収入がある。"
"2237,郵便配達の人があの犬にかみつかれた。"
"2238,何かお役に立てればと思います。"
"2239,どうしても正確な言葉を思い出せない。"
"2240,こんな幸せであったことがない。"
"2241,自分を知ることは難しい。"
"2242,これはどんな学生でも解けるようなやさしい問題だ。"
"2243,その写真は彼女のです。"
"2244,その２つの線は直角に交わっている。"
"2245,目くそ鼻くそを笑う。"
"2246,一石二鳥。"
"2247,いずれにしてもそれは君にとって良い経験となるでしょう。"
"2248,ジョージは父親と同じやり方で仕事をした。"
"2249,晴れた日には遠くに富士山が見えます。"
"2250,私たちは交通渋滞を避けるため、裏道を行った。"
"2251,すぐそばでかすかな音がした。"
"2252,彼女は何事もするのが早い。"
"2253,この頃は仕事にありつくのが難しい。"
"2254,例えば、ペパーバーグは緑色のもくせいの留めくぎと赤色の紙の三角形のような物体を見せる。"
"2255,私達があなたの悩みをなくしてあげたのです。"
"2256,彼らは落石の危険にさらされた。"
"2257,彼は小切手に署名した。"
"2258,この間の日曜日に、メアリーと図書館へ行った。"
"2259,トムはメアリーにお金を無心した。"
"2260,あなたがたのうちどちらが先にやってみますか。"
"2261,雪さえ降らなければね！"
"2262,助けてください！オレ、毎晩同じ悪夢を見るんです。"
"2263,それはいい考えだと思ったよ。"
"2264,彼が回復する見込みはあるのだろうか。"
"2265,彼の名前は世界中で知られています。"
"2266,この電気かみそりは買う前に試してみるべきだった。"
"2267,起立！"
"2268,彼はこの前会った時より太っている。"
"2269,昨夜私たちはテレビを見た。"
"2270,油を火からはなしておきなさい。"
"2271,なぜ彼のことをそんなに怒っているのですか。"
"2272,そう、専用浴室付きのシングルにしてください。"
"2273,そのホテルはこの辺りでは最高だとの折り紙つきです。"
"2274,そして今、警察に電話するために病気のおばあさんの家に急いでいたのだった。"
"2275,ゆりの白さは純潔の象徴だ。"
"2276,彼がその賄賂を拒否したのは非常に賢明なことだった。"
"2277,そこまでバスでどのくらいかかりますか。"
"2278,敵側の人数は味方の３倍になった。"
"2279,笑をこらえることができなかった。"
"2280,風が強く吹いたので、彼らは公園で遊べなかった。"
"2281,彼はとても悪い人なのでみなに嫌われている。"
"2282,会合で何を言ったらよいか彼女に教えてあげよう。"
"2283,紅茶とコーヒーのどちらがいいですか。"
"2284,公園で酔っ払いが騒いでいると近隣住民から通報があり、警察官が駆けつけたところ、泥酔し全裸になった草彅が一人でいた。"
"2285,彼女は気を取り直し、また話し始めた。"
"2286,彼は魚が好きでない。"
"2287,何時に仕事へ行きますか。"
"2288,私どもの見積りは、最大限の努力をしたものです。"
"2289,その会社はアメリカ資本が５１％保有している。"
"2290,メアリーはアイシャドウつけてるのかな？"
"2291,アメリカへはいつお立ちですか。"
"2292,彼のいる家は嫌いだ。"
"2293,彼女は私の子供の世話をしてくれる。"
"2294,君はあんな長い旅行の後で疲れているに違いない。"
"2295,机の上にいくつかの本があります。"
"2296,数年前だったら、日本が海外へ軍隊を派遣することは思いもよらないことだっただろう。"
"2297,サミは父親になる準備ができていないと感じていた。"
"2298,その時計会社は年間１００万個以上の新しい時計を製造すると予測されている。"
"2299,日本にも似たような諺はありますか？"
"2300,彼にユーモアのセンスがないのは残念だ。"
"2301,スポーツではチームの和が成功には欠かせません。"
"2302,この本にはたくさんの写真が入っている。"
"2303,もし万一彼が失敗すればどうなるのか。"
"2304,近いうちにこちらから連絡します。"
"2305,彼女は大きな家を独占している。"
"2306,毎年小麦は豊作だ。"
"2307,子どもと遊び場の関係は葉と森林の関係と同じである。"
"2308,いつ彼の電車は京都に着きますか？"
"2309,彼は彼女から返事を得られなかった。"
"2310,裁判官には慎重さがなくてはならない。"
"2311,ジョンは川に沿って散歩した。"
"2312,その箱には卵がたくさん入っている。"
"2313,この弓は張りが強いです。"
"2314,あんたは空腹のはずがない。少し前に軽食をとったんだからな。"
"2315,私たちは週ぎめでアパートを借りた。"
"2316,スーザンはな、実はお前と半分血がつながっているんだ。"
"2317,ホテルの部屋を予約しましたか。"
"2318,今日はあまり学校へ行きたくない。"
"2319,悪酔いしました。"
"2320,彼は１１時に床につくことにしている。"
"2321,彼女は見かけよりもずっと賢い。"
"2322,ポーランドでは今日が投票日です。"
"2323,私はその本を３０ページ読んだ。"
"2324,私達は湖へ着くとすぐに泳ぎ出しました。"
"2325,私が父の事業を受け継ぐことになっている。"
"2326,彼は両親に頼っていない。"
"2327,そのパーティーで彼女に会うとはまったく思わなかった。"
"2328,彼は誰にも彼の私事に干渉させなかった。"
"2329,その後、ホーキングは、学位を取り、ケンブリッジで研究を行い、生き続けたいと思った。"
"2330,予約の際に聞いた確認番号を私に教えて下さい。"
"2331,尽く書を信ずれば則ち書無きに如かず。"
"2332,彼女は次の駅で降りた。"
"2333,最近トムがかまってくれないの。"
"2334,会議に出席した人はほとんどいなかった。"
"2335,5時です。"
"2336,私は自分の過失を認めます。"
"2337,もっと注意深く運転しないと、事故に遭いますよ。"
"2338,明日、雨が降るのだろうか。"
"2339,試験を目前に控えて忙しい。"
"2340,どれとどれを交換する？"
"2341,彼は、子供にしてはなかなか物わかりがよい。"
"2342,横入りしないで、列の一番後ろに並んでください。"
"2343,彼は王の血を引いている。"
"2344,傘を忘れない様にしなさい。"
"2345,転地は私に非常にためになった。"
"2346,彼女はなんでも自分の思い通りにする。"
"2347,入れるとは思っていなかったのです。"
"2348,しびれがとれるまで食事はしないでください。"
"2349,彼は太郎よりも有名です。"
"2350,早寝早起きする人は長生きするものだ。"
"2351,「コーヒー入れるけど飲む？」「ありがとう。牛乳多めでお願いしてもいい？」"
"2352,ペットロスとは、ペットを失った飼い主に起きるショックや怒りなどの反応をいう。"
"2353,この便は定刻に出発しますか。"
"2354,質問をする事を恐れてはいけない。"
"2355,趣味はギターを弾くことです。"
"2356,男の子が雨の中を新聞を配っていた。"
"2357,彼はフランス語をうまく話せませんでした。"
"2358,アメリカでは、現金を払うのではなく小切手を書くのが普通です。"
"2359,トムは爪楊枝をくわえていた。"
"2360,いつでも何かしら仕事がある。"
"2361,学校の成績がいつもビリなのもうなずけるよ。"
"2362,太郎を除けば、次郎がいちばん背が高い。"
"2363,どこで荷物を受け取るのでしょう？"
"2364,たぶん彼は勝つだろう。"
"2365,この鳥が何と言いますか？"
"2366,きみたちみんな用意はできましたか。"
"2367,それが最良の英語学習法だ。"
"2368,私は１ヶ月以上手紙を書くのを伸ばしていた。"
"2369,あなたはタバコを吸わないんですね。"
"2370,私たちの先生はとてもユーモアのセンスがある。"
"2371,そのくらい誰でもできる。"
"2372,彼はお医者さんじゃなくて看護師さんだよ。"
"2373,彼女は私に対する態度がいつもと違っていた。"
"2374,私はその問題がわかっていない。裏と表の区別もついていない。"
"2375,私のワンピースの服地はメーター当たり１０ユーロだ。"
"2376,私は彼にマイクを手渡した。"
"2377,財産を相続する。"
"2378,小切手で受け取ってもらえますか。"
"2379,彼は、清掃の仕事に従事する人たちが平和的に賃金と労働条件の改善を要求するストライキをするのを支援するためにそこに行っていた。"
"2380,私は監視されているのに気づいていた。"
"2381,悩んでも何の利益にもならない。"
"2382,彼女はあなたのことを怒っている。"
"2383,我々は砂の上に足跡を見つけた。"
"2384,映画の最中に彼は震え始めた。"
"2385,彼は私の望み通りの人物だ。"
"2386,手をきれいに洗いましたか。"
"2387,彼は３年間神戸に住んでいます。"
"2388,彼は刑に処せられた。"
"2389,遅刻してごめんなさい。"
"2390,治療のためにも入院した方がいいですね。"
"2391,彼女は三人の子育てにかかりきりだ。"
"2392,近頃、男性はあまりベストを身に着けません。"
"2393,どうして誰も食べてないの？"
"2394,どれほど長く英語を教えているのですか。"
"2395,私は日本語が話せません。"
"2396,東京駅での鉄道事故はどうして起こったのですか。"
"2397,彼女はピアノはもちろんのこと、バイオリンも弾ける。"
"2398,明日私はブラウンさんのお宅を訪問します。"
"2399,天気は上々だ。"
"2400,去年の冬、彼女と出会った。"
"2401,私はいじめられた。"
"2402,ＭＭＲの予防接種は日本で受けていません。"
"2403,ピアノの月謝ちょうだい。"
"2404,申込書をファックスで送ってくれませんか。"
"2405,私たちの学校には、全部で２４クラスある。"
"2406,成功も失敗も私にとってまったく同じです。"
"2407,少し塩を入れれば風味がよくなると思いますか。"
"2408,私は毎朝散歩することにしている。"
"2409,ただ一人待ち続けていた。"
"2410,毎日の献立を考えるのも大変なんだよ。"
"2411,彼はもう老人なのだから、面倒を見るのは君の義務だ。"
"2412,今、疲れていますか？"
"2413,それはこうすればいいですよ。"
"2414,夜までいて花火を見ていこうよ。"
"2415,誰か好きになりたいな。"
"2416,私は外へでられなかった。"
"2417,体力が尽きた。"
"2418,通学にはバスと電車で２時間かかる。"
"2419,彼は競馬で時間をむだに過ごした。"
"2420,そこに居合わせないで本当によかった。"
"2421,広間に入ると２人の男が彼に近づいてきた。"
"2422,彼らは彼女を会合から締め出した。"
"2423,家が揺れるのを感じたとたんに、彼は庭に飛び出した。"
"2424,彼女には子供がない。"
"2425,人にとって人以上に恐怖となる獣は世界に存在しない。"
"2426,ほそぼそとしたアクセスや、たまにくるメールなどに励まされ、ズルズルここまできてしまいました。"
"2427,何か熱い飲み物がありますか？"
"2428,あなたは９時までに戻って来なければいけない。"
"2429,喫煙と肺がんには関連性がある。"
"2430,私の家は駅に近くて便利です。"
"2431,この話は事実に基づいている。"
"2432,それから、歓声が上がった。"
"2433,収入以上の生活をしてはいけない。"
"2434,トムは既に荷物をメアリーの家に配達していた。"
"2435,先週の日曜日に、私たちは箱根に行きました。"
"2436,ベーコンエッグが彼の注文したものだ。"
"2437,彼女は成功した。"
"2438,これは彼らの仕事がしっかりしているからです。"
"2439,この道は香港に通じている。"
"2440,明確な陳述をしていただけませんか。"
"2441,石けんを付けてごしごしこすれば汚れが落ちます。"
"2442,彼女は彼に恋をしていると言われている。"
"2443,このことは誰にも言わないでね。"
"2444,わたしはこの写真を見るたび、父を思い出す。"
"2445,必要以上の水がある。"
"2446,あなたは宿題をせっせとやりさえすればよい。"
"2447,乗りまちがえました。"
"2448,母は早起きです。"
"2449,彼はまったく馬鹿というわけではない。"
"2450,トムって、免許持ってるの？"
"2451,「塩を取って下さい。」「はい、どうぞ。」"
"2452,その研究は問題に新たな光を投げかけた。"
"2453,本当に時計を直してもらわなければならない。"
"2454,ニュースを聞いて、とても驚きました。"
"2455,私の代わりに彼が出席します。"
"2456,彼はロシア語をよく知っている。"
"2457,男らしく振る舞いなさい。"
"2458,下記の指示に従いさえすれば、すぐに白票と同様に容易かつ迅速にフルカラーの書類を印刷することができる。"
"2459,それは蛍だよ。"
"2460,彼は今すぐにでも戻るべきだ。"
"2461,君が運転する番だ。"
"2462,近頃彼にしばしば会う。"
"2463,その少年はとても正直です。"
"2464,ご同行くださるなら大変ありがたく思います。"
"2465,僕は今、彼の名前が思い出せない。"
"2466,どうして僕が知っているんだ。"
"2467,私は日本史に興味がある。"
"2468,彼は頭から川に落ちた。"
"2469,ココは雌のゴリラである。"
"2470,大形航空機は大きな騒音公害をもたらした。"
"2471,その老婦人は自分の犬をたいへんかわいがった。"
"2472,彼女はお金持ちであるのに、貧乏だと言う。"
"2473,彼女は彼に対して不利な証言をした。"
"2474,気候は我々の心身に大きな関わりを持っている。"
"2475,うまい写真をとるにはちょっとした工夫とコツがあるんです。"
"2476,汝の食事を薬とし、汝の薬は食事とせよ。"
"2477,もう少し静かにしていただけませんか。"
"2478,タバコ吸ったことある？"
"2479,この番組はご覧のスポンサーの提供でお送りします。"
"2480,私は子供の頃毎日泳いだものだった。"
"2481,長い沈黙があった。ついに彼女は「そう、あなたは出て行くのね」と言った。"
"2482,その仕事は一代では成し遂げられないだろう。"
"2483,彼女の言うことは何でも通る。"
"2484,彼女は来るたびにお土産を持って来てくれる。"
"2485,車の運転を習っています。"
"2486,知的な会話が好きです。"
"2487,会社の帰りに、ちょっと一杯やってかないか。"
"2488,山中さんは年の割には若く見える。"
"2489,それはとても高い！"
"2490,私は何でも疑う。自分自身の疑念すら疑う。"
"2491,ドイツに滞在した１年間は非常に実りの多いものだった。"
"2492,彼は勉強だけでなく運動も好きだ。"
"2493,彼は子供のことでひどく悩んでいる。"
"2494,明るくなってきた。"
"2495,鉄は熱してから急に冷却して焼きを入れる。"
"2496,彼女は兄にあこがれを抱いている。"
"2497,彼はそのレストランで楽しい時を過ごした。"
"2498,すぐにトムと会いたいのですが。"
"2499,泳げたらいいのになあ。"
"2500,私が間違っていなければ、私はその人に以前会ったことがある。"
"2501,君に電話ができなかった。電話が壊れていたんだ。"
"2502,私はひげをそっている時にけがをした。"
"2503,部屋に鍵置いてきちゃった。"
"2504,昨日病気でした。"
"2505,窓を開けないでください。"
"2506,彼女がいつ来るか知っていますか。"
"2507,仙台では七月に雨が多い。"
"2508,分かりやすい言葉でそれを説明してください。"
"2509,私の母は達筆だ。"
"2510,彼女が病気だという事実は私をとても心配させる。"
"2511,母は病気だが、いつも明るい。"
"2512,カップケーキ型に、ペーパーカップを並べます。"
"2513,私達は川に飛び込んだ。"
"2514,私たちはたくさんの自動車をその国に輸出している。"
"2515,ほんの１分違いで列車に乗り遅れた。"
"2516,彼は私のいるのに気がついた。"
"2517,彼はまず朝食をたっぷりとることから始めた。"
"2518,調査機関がその効果を調べた。"
"2519,彼は若いけれども、その仕事をやりとげる力がある。"
"2520,エアコンを強くして下さい。"
"2521,この組織はまとまりに欠ける。"
"2522,彼は昼間の仕事のほかに、毎晩定時制高校に通っている。"
"2523,彼は机を右に動かした。"
"2524,彼はみんなの気持ちを楽にしてくれます。"
"2525,エアコンはオプションの付属品です。"
"2526,サミはレイラの悪口を言い始めた。"
"2527,普段は友人が息子の勉強を見てくれます。"
"2528,質問があれば右手を挙げて下さい。"
"2529,彼は高校３年間無遅刻無欠席だった。"
"2530,我々は彼を指導者として尊敬している。"
"2531,彼は毎週必ず母親に手紙を書いている。"
"2532,その話はもうやめにしよう。"
"2533,もうそろそろ、あそこの店、半額セールやってるんじゃない？"
"2534,彼女は看護婦かもしれない、確信はもてないが。"
"2535,君はもうレポートを提出しましたか。"
"2536,現在、「競争」を悪い言葉と思っている人は多い。"
"2537,あいつの多芸は無芸のたぐいだ。"
"2538,喫煙による短期的な影響には、体調が悪いこと、ぜいぜい息をすること、病気に対する抵抗力の全般的な低下、口臭、肌荒れなどが含まれる。"
"2539,来年日本に行く予定なので、日本語を勉強しています。"
"2540,彼女はその手紙を日本語からフランス語に翻訳した。"
"2541,おじいちゃんに買ってもらったんだー！"
"2542,見知らぬ人が混み合ったバスの中で私に話しかけた。"
"2543,その建物は部屋の反対側からよく見える。"
"2544,これこそまさに私の見たかったビデオだ。"
"2545,彼女の行為が彼の心に疑いを引き起こした。"
"2546,これらの本をお願いできますか。"
"2547,彼女は決して幸せではなかった。"
"2548,サミのお腹は痛かった。"
"2549,彼女はもっと他人の言うことを聞くべきだ。"
"2550,どれを買うかを私たちが決めるのは困難であった。"
"2551,この写真にタイトルをつけて。"
"2552,今は本読んでる方が楽しいな。基本的にずっと本読みの部類ではあったけど、読まない時期はあんまり読まないんだよね。今はまたたくさん読む波が来ている感じかな。"
"2553,彼はその二人の少年のうちの背の低い方だ。"
"2554,私は嘘をついていません。"
"2555,自由にケーキを取ってください。"
"2556,その車はほこりをたてて立ち去った。"
"2557,３月いっぱいで定期が切れる。"
"2558,彼はその事故と関係していたことを否認した。"
"2559,変な音が聞こえる。"
"2560,ここが世界中のどこよりも一番美しいビーチだ。"
"2561,ケンは来年で15歳になる。"
"2562,お母さんがあなたたちに、ケーキとミルクをよこしたのよ。"
"2563,鈴木さんには娘が３人いる。"
"2564,急に飛び出したら危ないだろ！車にひかれるかもしれないんだぞ！"
"2565,あなたは上司とうまくやっていけていますか。"
"2566,その船はカイロ行きだった。"
"2567,事件の核心はそこにあります。"
"2568,男は度胸、女は愛敬。"
"2569,彼女らはどこを見ても同じドレスを着ていた。"
"2570,彼はもうほぼ父と同じ身長だ。"
"2571,彼は近刊の本を批評する。"
"2572,やせるためには、何かスポーツをするのが一番だ。"
"2573,彼女はときどき私を訪ねてくる。"
"2574,例えば、中国の公共交通は疑いようもなくイギリスのそれより優れているが、イギリスの公共福祉は中国のそれより優れているかもしれない。"
"2575,彼は何冊本を持っていますか。"
"2576,ケーキをもう一つ召し上がりませんか。"
"2577,あなたの言うことは正しいかもしれない。"
"2578,天気がよくなかったので、私は奈良見物ができなかった。"
"2579,教師にあるまじき行為だ。"
"2580,気分のよいときには、私は散歩に行きます。"
"2581,宿泊施設を捜しています。"
"2582,彼女は自分の息子を誇りにしている。"
"2583,大丈夫。彼は成功する。"
"2584,黒い布は光を吸収する。"
"2585,彼のその論文は環境問題を扱っている。"
"2586,彼は時々母親に手紙を書く。"
"2587,私はダイエットしています。"
"2588,バレーボールが好きな人もいれば、テニスを楽しむ人もいる。"
"2589,とうとうねずみたちは川の所までやってきました。"
"2590,ライオンを生け捕りにしろ。"
"2591,彼の論文は全体的にみて満足のいくものでした。"
"2592,彼女はきのうパーティーでとても楽しく過ごした。"
"2593,腰痛のため、小泉さんのパーティー に参上いたしません。"
"2594,彼は夢中になってその記事を読んでいるように見えた。"
"2595,次のかどで左に曲がって。"
"2596,そしたら横転したの手伝ってやっからよ。"
"2597,和菓子にはやっぱり日本茶が合う。"
"2598,彼女は美人であるばかりか気立てもいい。"
"2599,私たちは　トッムさんと　歌いたいです。"
"2600,私の両親は両方とも亡くなりました。"
"2601,彼らがとった手段は、せいぜい問題の一時的な解決しかもたらさなかった。"
"2602,ジョンがきのう窓をこわした。"
"2603,だんだん地金が出てきた。"
"2604,その部屋をすみずみまできれいにしましょう。"
"2605,総入れ歯にするのですか。"
"2606,彼女は彼に行かないようにアドバイスした。"
"2607,私の言うことを誰も信じなかった。"
"2608,彼は最終のバスに間に合った。"
"2609,今夜は何か予定がありますか。"
"2610,彼女はきれいな字を書く。"
"2611,彼は大工仕事がうまい。"
"2612,彼女は運転が下手な事についての彼の言葉に腹を立てた。"
"2613,コーヒーにもいろいろある。"
"2614,その単語の意味がわからないのならば、それを辞書で調べなければいけない。"
"2615,ボールがバウンドして上がってくるところを打つ。"
"2616,海の植物は海底に付着して育つ。"
"2617,後ろの方に座ってもいいですか？"
"2618,試合は来週まで延期されたかもしれない。"
"2619,彼はがんとして自分の間違いを認めようとはしなかった。"
"2620,ナポレオンの軍隊はモスクワに進軍した。"
"2621,今日は朝から妙に故郷の事ばかり思い出す。"
"2622,トムが話してたのは誰なんだろう。"
"2623,私はバケツを水でいっぱいにした。"
"2624,チンピラがコンビニの店員をぶちのめした。"
"2625,愛の動きは不可解。"
"2626,ちょっと話があるんだけど。"
"2627,青年時代は心身の発達が著しい。"
"2628,彼と私は竹馬の友。"
"2629,私にはトムとトムの弟との区別がつかない。"
"2630,彼は彼女の言葉をお世辞ととった。"
"2631,このバンドの演奏を聞いているの。"
"2632,いる?"
"2633,この廃虚はかつて立派な宮殿であった。"
"2634,新しいドレスを着て彼女はとても美しく見えました。"
"2635,私たちのチームは昨日試合に勝った。"
"2636,その国で見られるものすべてをぜひ見たいと思っています。"
"2637,男性のレギンスはカッコイイと思いますか？"
"2638,食べ物を口に入れたまましゃべるのはよくありません。"
"2639,彼らは猫をトムとジェリーと名づけた。"
"2640,石は無機物である。"
"2641,我々のチームは勝っている。"
"2642,授業に関係のないものは鞄の中にしまってください。"
"2643,「信頼できるユーザー(trusted user)」になるにはどうすれば良いですか？"
"2644,銃が人を殺すのではない。人が人を殺すのだ。"
"2645,良いビジネスマンは金の儲けかたを知っている。"
"2646,以前はこの教会にいました。"
"2647,彼女はあなたの妹ですか。"
"2648,運転免許試験に合格して彼はみんなをびっくりさせた。"
"2649,私は本を読んだ。"
"2650,彼はあまり勉強しない。しかし学校の成績はとてもよい。"
"2651,あの人たち会うたびに喧嘩してるけど「喧嘩するほど仲がいい」って言うし、結局仲がいいんだよね。"
"2652,西洋人の中には、私たちの家屋には彼らが不可欠と考えるもの全てが欠けていると思う人もいるだろう。"
"2653,日々は一人ひとりの責任だから、運の悪い日があると信じない。"
"2654,幻覚が見えると言っている。"
"2655,爆発で建物全体が揺れた。"
"2656,しかし文明が一層複雑になってくると、よりよい伝達方法が必要になってきた。"
"2657,小さいのを入れて３個です。"
"2658,乗務員がただいま出入り口を開けております。"
"2659,経験とは誰もが自分の失敗に付ける名前である。"
"2660,サーバで何が起こってるのですか。"
"2661,見なさい。その飛行機が離陸しつつあります。"
"2662,この薬は本当に私に効くのでしょうか。"
"2663,兄弟はいますか？"
"2664,この街で働く人の数は、今月末までには千人以上になるだろう。"
"2665,王手をかけられたほうは、玉を逃げるなどの方法で王手を防がねばなりません。"
"2666,ミルクからバターやチーズが作られる。"
"2667,月末にはお金がほとんどなくなります。"
"2668,書き方が、この記事ではずっと複雑じゃなくなっている。"
"2669,世界一周旅行ができたらいいのになあ。"
"2670,皆が私の案に賛成してくれるのを知ってうれしかった。"
"2671,このバスはヒルトンホテルへ行きますか。"
"2672,「嫌だ」と言いたいのに、時々「いいよ」と言ってしまう。"
"2673,心熱けれど肉体は弱し。"
"2674,この心霊写真、よくできているけど、ただの合成写真だよ。"
"2675,あなたはピアノが好きですか。"
"2676,ん？"
"2677,トムは音楽を聞きながら勉強するのが好きだ。"
"2678,彼女は礼儀正しい。"
"2679,いいかげんな話はやめろ。"
"2680,彼女は日付を数字で書いた。"
"2681,その子供は空腹で泣いていた。"
"2682,あなたは仕事を続けて。"
"2683,仕事に遅れるなよ！"
"2684,敵の防御は強力だったが我々は突破しようと試みた。"
"2685,彼が言ったことは全然重要ではない。"
"2686,一生懸命勉強するなら、彼はテストに合格するだろうに。"
"2687,ほんの数分違いで列車に乗り遅れた。"
"2688,英語を話すときは間違いをするのを恐れてはいけません。"
"2689,我々の友情は続かなかった。"
"2690,父は、私がハンサムなのを自慢にしている。"
"2691,私はそこで何人かの文通友達ができた。"
"2692,私はその会話に参加できなかった。"
"2693,それはひまわりです。"
"2694,この屋根は雨漏りがする。"
"2695,経済学は経済の仕組みを研究する学問である。"
"2696,その子は新しいサッカーボールを切望している。"
"2697,このマニキュアと合う色の口紅を探しているんですけれど。"
"2698,何かを信じる事が現代の若者にとってどれほど難しいか、おわかりにならないようですね。"
"2699,日記を付けるのは良い習慣です。"
"2700,さしあたって、ここで待つべきです。"
"2701,彼の話はほとんど信用できない。"
"2702,ｘ線写真で異状が認められます。"
"2703,トムは気が付いた。"
"2704,面白い映画だと思って見に行ったのに、なんだか後味の悪い話だった。"
"2705,僕は君ほどのおしゃべりじゃないよ。"
"2706,機知は会話に趣を添える。"
"2707,あなたくらいの年齢の人によくある症状です。"
"2708,まもなく彼は快方に向かうだろう。"
"2709,息子に新しい背広を買ってやらなければならない。"
"2710,２日で３つの州を走破した。"
"2711,彼は暗闇の中を手探りで進んだ。"
"2712,彼はそれについて述べた。"
"2713,もういっぱいビールをください。"
"2714,医者や病院は、再び健康体になれる人々の手助けをすべきです。"
"2715,この品には税がかかりますか。"
"2716,私たちは生命の危険を失うおそれがあった。"
"2717,ノリもさる事ながら、会場と一体化したような快感が忘れられない。"
"2718,一晩中雪が降っています。"
"2719,この問題は分からなかった。"
"2720,彼はかなりの重圧にあえいでいる。"
"2721,私は田舎に住みたい。"
"2722,古典を読むことは容易ではない。"
"2723,このいぼに悩まされています。"
"2724,トムに会いに行く前に電話しておくべきでした。"
"2725,彼女は馬鹿らしい質問をされていらいらした。"
"2726,兄は時々宿題を手伝ってくれる。"
"2727,彼はあまり速く走ったので私は追いつけなかった。"
"2728,支配人は２週間分の給料を彼にわたした。"
"2729,その宿題は思ったより時間がかかった。"
"2730,病気のため、スミス先生の授業は中止になった。"
"2731,彼は傲慢になる傾向がある。"
"2732,彼は日本文学の研究者だ。"
"2733,彼はおやじにそっくりだ。"
"2734,何のことを話しているのか。"
"2735,どんなに焦っても庶務的な仕事がどんどん溜まってきて追いつかない。"
"2736,あなたは成功するでしょう。"
"2737,奴らの悪口はやめろよ。"
"2738,彼女は髪を結ってもらうために美容院に行った。"
"2739,ジャスティンは女っぽい。"
"2740,ベーコンかソーセージはいかがか。"
"2741,貴婦人は急いで病院へ行き、そのまま診察室へと連れて行かれた。"
"2742,彼は彼女の顔から目を離さなかった。"
"2743,彼女は服装の好みがうるさい。"
"2744,その辺は全く消えてなくなったようにただ一面の雪だった。"
"2745,こちらが私の靴で、あちらがあなたのです。"
"2746,トムはシャツのボタンを外し始めた。"
"2747,僕は暇をもてあましている。"
"2748,セールスマンはその機械の使用方法を実演してみせた。"
"2749,太郎は３人の中で一番有名です。"
"2750,オープンカーでアメリカを横断したい。"
"2751,出来るだけがんばります。"
"2752,彼らはジョンを委員長にした。"
"2753,その科学者は新しい実験に取り組んでいた。"
"2754,ペリーはドレークから情報をもらうことにした。"
"2755,明日は十時から会社にいます。"
"2756,トムの家に入ったことはありますか？"
"2757,彼女は水泳を教わっている。"
"2758,ケンはきょうの午���忙しい。"
"2759,なんで私のこと好きなの？"
"2760,その泥棒は、いったいどうやって捕まるのを免れたのだろう。"
